date,channel,impressions,spend
21-05-2024,Email,1520,2950.59
21-05-2024,Email,8107,2741.34
21-05-2024,Social Media,8350,4723.86
21-05-2024,Email,3001,2827.72
21-05-2024,Social Media,7567,3009.1
20-05-2024,Email,2783,1889.25
20-05-2024,SMS,1193,2289.5
20-05-2024,App,4781,3691.04
20-05-2024,Social Media,8487,3082.51
20-05-2024,SMS,5599,1673.58
20-05-2024,Email,8422,4922.14
20-05-2024,Email,8078,2980.42
20-05-2024,Email,1427,4947.46
20-05-2024,SMS,5837,1340.98
19-05-2024,Email,2785,2416.87
19-05-2024,SMS,7027,1766
19-05-2024,SMS,6100,3806.35
19-05-2024,Email,9669,2766.78
19-05-2024,SMS,2158,2123.16
19-05-2024,SMS,9160,2078.95
19-05-2024,App,5199,4365.19
19-05-2024,Email,7267,4496.15
19-05-2024,Social Media,4686,1243.06
18-05-2024,SMS,6579,3856.16
18-05-2024,SMS,2274,1407.95
18-05-2024,Social Media,1973,4295.73
18-05-2024,Social Media,6341,4827.38
18-05-2024,App,4394,2795.66
18-05-2024,Email,8519,2984.84
18-05-2024,Social Media,7417,4260.38
18-05-2024,Social Media,2314,2673.92
18-05-2024,Social Media,5478,3121
17-05-2024,Email,1198,4213
17-05-2024,Email,1023,2816.21
17-05-2024,App,4998,1281.09
17-05-2024,Social Media,5925,3907.02
17-05-2024,App,8441,4332.1
17-05-2024,Email,6500,4956.83
17-05-2024,App,7971,1804.32
17-05-2024,SMS,4119,2539.56
17-05-2024,Email,7796,2286.16
16-05-2024,SMS,2873,2721.56
16-05-2024,Email,1901,3353.97
16-05-2024,Email,6828,1785.55
16-05-2024,App,8780,2425.6
16-05-2024,Social Media,7154,3189.75
16-05-2024,App,1680,3277.2
16-05-2024,Social Media,5965,4087.14
16-05-2024,SMS,9909,2206.92
16-05-2024,Social Media,5011,2763.16
15-05-2024,Email,9978,2185.91
15-05-2024,App,7758,3383.19
15-05-2024,App,5029,2515.56
15-05-2024,Email,1517,3102.36
15-05-2024,Email,8150,1794.54
15-05-2024,Email,9696,1679.06
15-05-2024,SMS,6028,1037.23
15-05-2024,App,1113,1612.32
15-05-2024,SMS,9175,1455.83
14-05-2024,Social Media,4898,4894.32
14-05-2024,Social Media,9505,4833.67
14-05-2024,Social Media,2190,3546.51
14-05-2024,Email,6207,2270.96
14-05-2024,Social Media,3841,4063.44
14-05-2024,Email,7542,3920.16
14-05-2024,Email,3820,1486.86
14-05-2024,App,6033,4793.07
14-05-2024,Social Media,2156,3272.31
13-05-2024,Social Media,7442,4674.92
13-05-2024,SMS,2277,4653.63
13-05-2024,Email,1738,2593.18
13-05-2024,App,7384,1694.97
13-05-2024,Email,7015,4011.58
13-05-2024,SMS,7716,4001.2
13-05-2024,Email,9677,3052.87
13-05-2024,SMS,5145,4473.62
13-05-2024,SMS,9202,2189.76
12-05-2024,Email,5016,3885.63
12-05-2024,SMS,9974,2569.02
12-05-2024,Social Media,9225,4030.94
12-05-2024,App,9952,3998.43
12-05-2024,Email,6991,3908.03
12-05-2024,Social Media,3609,4367.89
12-05-2024,Email,1931,4948.62
12-05-2024,Email,2904,1422.53
12-05-2024,App,9980,3000.88
11-05-2024,App,7947,1585.33
11-05-2024,Email,1655,4948.68
11-05-2024,App,2347,2792.6
11-05-2024,SMS,6213,2132.39
11-05-2024,App,5619,2621.46
11-05-2024,App,9264,3546.45
11-05-2024,SMS,6731,4499.04
11-05-2024,SMS,5113,2891.97
11-05-2024,Email,3159,4582.42
10-05-2024,App,7820,1833.5
10-05-2024,App,2355,4566.66
10-05-2024,Email,2994,4696.38
10-05-2024,Social Media,6247,2682.82
10-05-2024,SMS,5446,3587.56
10-05-2024,App,5381,3890.82
10-05-2024,Social Media,4392,1199.37
10-05-2024,SMS,4440,3874.02
10-05-2024,SMS,6262,3098.76
09-05-2024,SMS,2383,2624.59
09-05-2024,SMS,7817,3066.1
09-05-2024,SMS,8807,1372.58
09-05-2024,App,6005,3242.6
09-05-2024,SMS,3142,3490.29
09-05-2024,Social Media,9308,3012.24
09-05-2024,Social Media,2429,2990.74
09-05-2024,Email,3470,2573.48
09-05-2024,Email,4780,4593.9
08-05-2024,Email,2039,1690.12
08-05-2024,App,2440,1385.38
08-05-2024,SMS,5556,3576.55
08-05-2024,SMS,3156,1828.73
08-05-2024,Email,1204,1048.49
08-05-2024,Social Media,1546,4545.58
08-05-2024,App,6919,3246.22
08-05-2024,Email,5719,1298.75
08-05-2024,App,5819,1766.21
07-05-2024,Email,4705,1367.34
07-05-2024,App,7207,3068.68
07-05-2024,App,6590,2450.5
07-05-2024,Email,6508,4083.1
07-05-2024,Email,9305,1290.72
07-05-2024,App,6654,2484.5
07-05-2024,SMS,9543,4855.95
07-05-2024,App,2291,3622.89
07-05-2024,SMS,9181,1191.65
06-05-2024,Email,7898,4112.95
06-05-2024,SMS,6287,4312.12
06-05-2024,App,2765,3793.29
06-05-2024,Social Media,7640,1904.3
06-05-2024,App,6320,1971
06-05-2024,App,8598,3103.54
06-05-2024,Social Media,2349,2366.16
06-05-2024,Social Media,2883,4013.81
06-05-2024,Social Media,5068,3758.25
05-05-2024,Email,4000,2933.53
05-05-2024,Social Media,3153,1781.14
05-05-2024,Email,5916,4405.48
05-05-2024,Social Media,2564,2129.83
05-05-2024,Email,9470,2377.14
05-05-2024,App,8743,3808.7
05-05-2024,SMS,3566,2932
05-05-2024,Email,5634,4396.36
05-05-2024,SMS,4270,4930.79
04-05-2024,Email,2186,4677.36
04-05-2024,Social Media,2196,2026.36
04-05-2024,SMS,1663,2106.78
04-05-2024,Social Media,7904,4233.7
04-05-2024,SMS,5712,2190.42
04-05-2024,Email,7974,1208.07
04-05-2024,SMS,2653,2109.34
04-05-2024,App,4344,2154.5
04-05-2024,App,4733,1682.03
03-05-2024,App,3713,4677.57
03-05-2024,SMS,7703,1439.61
03-05-2024,SMS,4601,4184.08
03-05-2024,SMS,3622,3733.88
03-05-2024,Social Media,6795,2343.29
03-05-2024,Social Media,6630,4692.49
03-05-2024,App,5559,4143.46
03-05-2024,App,6881,4412.3
03-05-2024,Email,4332,1225.59
02-05-2024,App,5448,4829
02-05-2024,Email,2790,2553.75
02-05-2024,Email,2521,3102.32
02-05-2024,Email,4140,2292.37
02-05-2024,App,7122,4670.71
02-05-2024,SMS,8559,2477.91
02-05-2024,Email,9047,1084.64
02-05-2024,SMS,4306,3256.59
02-05-2024,Social Media,5145,3655.35
01-05-2024,App,8142,4227.27
01-05-2024,SMS,2182,3262.98
01-05-2024,App,7260,3191.74
01-05-2024,Email,7685,4888.37
01-05-2024,SMS,4077,4215.31
01-05-2024,Email,2017,2454.62
01-05-2024,SMS,2965,1216.59
01-05-2024,Social Media,5123,4442.26
01-05-2024,App,3710,4547.69
30-04-2024,Email,6379,3853.97
30-04-2024,Email,2808,4139.19
30-04-2024,Email,1277,3783.83
30-04-2024,App,5947,2061.57
30-04-2024,SMS,2764,1978.51
30-04-2024,SMS,6750,3242.3
30-04-2024,Email,5537,4286.01
30-04-2024,App,6204,1712.03
30-04-2024,Email,2290,3431.33
29-04-2024,Social Media,2991,1600.34
29-04-2024,Social Media,2359,3990.72
29-04-2024,App,2945,1701.86
29-04-2024,Social Media,1576,4039.49
29-04-2024,SMS,9351,3405.99
29-04-2024,Email,2882,1754.14
29-04-2024,Social Media,7162,3082.67
29-04-2024,Email,6602,3269.02
29-04-2024,App,9131,2941.51
28-04-2024,App,9867,2386.45
28-04-2024,SMS,8639,4387.39
28-04-2024,App,1329,1361.1
28-04-2024,App,4176,2515.35
28-04-2024,App,5545,2287.97
28-04-2024,Social Media,1319,2704.68
28-04-2024,SMS,5521,3762.9
28-04-2024,Social Media,3931,3362.64
28-04-2024,Email,4602,2120.95
27-04-2024,Email,2136,3653.29
27-04-2024,Email,2035,4969.57
27-04-2024,Email,6499,2694.79
27-04-2024,App,1213,4561.49
27-04-2024,Social Media,9231,4567.94
27-04-2024,Email,4433,2962.64
27-04-2024,Email,9949,1419.18
27-04-2024,Social Media,3198,2148.08
27-04-2024,SMS,7745,4453.89
26-04-2024,App,5285,1904.93
26-04-2024,Social Media,9827,1545.18
26-04-2024,App,7352,1938.09
26-04-2024,SMS,1293,3884.89
26-04-2024,App,9104,1704.88
26-04-2024,Social Media,1669,2509.9
26-04-2024,SMS,9578,2591.9
26-04-2024,SMS,3965,2730.34
26-04-2024,Social Media,7143,4386.68
25-04-2024,SMS,7897,4358.06
25-04-2024,App,9982,1133.34
25-04-2024,App,7800,3207.71
25-04-2024,App,5483,1205.57
25-04-2024,Email,3371,3007.85
25-04-2024,Email,8640,2411.16
25-04-2024,SMS,8726,2248.38
25-04-2024,Email,1083,1365.32
25-04-2024,App,8808,2020.59
24-04-2024,Social Media,7616,4997.55
24-04-2024,Social Media,1263,2886.58
24-04-2024,Social Media,5619,4110.78
24-04-2024,Email,5591,4438.04
24-04-2024,Email,5187,1394.82
24-04-2024,SMS,9494,4096.65
24-04-2024,Email,7276,1085.78
24-04-2024,Social Media,6813,3981.42
24-04-2024,SMS,5054,3860.49
23-04-2024,Email,3056,1141.03
23-04-2024,SMS,5651,2640.38
23-04-2024,SMS,7348,2338.22
23-04-2024,Social Media,7202,1693.78
23-04-2024,Social Media,4577,4650.11
23-04-2024,Social Media,2012,3816.32
23-04-2024,Social Media,3964,3177.05
23-04-2024,SMS,4905,1779.18
23-04-2024,SMS,1097,1825.16
22-04-2024,App,1405,4776.95
22-04-2024,Social Media,8377,1927.78
22-04-2024,SMS,7949,1712.81
22-04-2024,Email,9601,1717.05
22-04-2024,Social Media,9824,2241.4
22-04-2024,App,6464,3711.89
22-04-2024,App,8725,4920.08
22-04-2024,SMS,9580,4621.81
22-04-2024,SMS,3733,1661.24
21-04-2024,SMS,7065,4170.42
21-04-2024,Email,9752,1635.95
21-04-2024,Social Media,3566,2225.29
21-04-2024,Email,5034,4869.02
21-04-2024,SMS,1644,2973.73
21-04-2024,SMS,4686,2732.5
21-04-2024,App,6308,2253.58
21-04-2024,App,3660,3543.53
21-04-2024,Email,1607,3750.79
20-04-2024,Social Media,7382,4197.23
20-04-2024,Social Media,8408,4201.03
20-04-2024,Social Media,5617,3287.67
20-04-2024,SMS,5502,4818.39
20-04-2024,App,8930,4274.4
20-04-2024,SMS,7456,1989.67
20-04-2024,App,2650,4798.71
20-04-2024,App,1297,4118.8
20-04-2024,Email,5560,3484.35
19-04-2024,SMS,2157,3195.16
19-04-2024,Social Media,8776,3550.26
19-04-2024,App,1070,1747.31
19-04-2024,App,3679,3039.83
19-04-2024,SMS,1944,2143.73
19-04-2024,Social Media,7086,2394.64
19-04-2024,Email,7361,2327.28
19-04-2024,SMS,3154,1180.27
19-04-2024,Social Media,5168,1762.77
18-04-2024,Email,5109,3233.06
18-04-2024,App,1998,4237.44
18-04-2024,SMS,6453,1773.13
18-04-2024,App,2347,2564.6
18-04-2024,SMS,1795,3699.09
18-04-2024,App,2118,2907.29
18-04-2024,App,5875,3839.61
18-04-2024,Email,1684,3772.34
18-04-2024,SMS,1885,4200.98
17-04-2024,App,6029,1841.5
17-04-2024,Social Media,9775,4222.13
17-04-2024,Email,7501,2991.03
17-04-2024,Social Media,2135,3299.6
17-04-2024,SMS,4423,2250.37
17-04-2024,App,1436,4140.79
17-04-2024,Email,2373,3580.03
17-04-2024,Social Media,4872,3927.04
17-04-2024,SMS,6450,2633.28
16-04-2024,App,8837,4483.44
16-04-2024,Social Media,7651,2265.65
16-04-2024,App,8683,3769.05
16-04-2024,Email,8428,2546.46
16-04-2024,SMS,6663,2773.97
16-04-2024,App,7757,3514.07
16-04-2024,Social Media,6345,4617.6
16-04-2024,Email,2519,1972.22
16-04-2024,SMS,2432,3996.11
15-04-2024,Email,1328,4139.28
15-04-2024,Social Media,6629,2833.15
15-04-2024,SMS,2225,1752.05
15-04-2024,SMS,1799,3855.35
15-04-2024,App,2582,1780.42
15-04-2024,App,9699,3149.37
15-04-2024,SMS,3673,1104.18
15-04-2024,App,9719,2733.76
15-04-2024,Email,7271,4941.54
14-04-2024,App,6605,2908.83
14-04-2024,Email,9961,3111.4
14-04-2024,App,5449,3855.63
14-04-2024,Email,8672,2822.22
14-04-2024,App,3801,4754.59
14-04-2024,SMS,9801,2844.73
14-04-2024,Email,4145,1612.43
14-04-2024,Social Media,5413,1257.43
14-04-2024,SMS,5516,1424.12
13-04-2024,SMS,9228,2016.76
13-04-2024,SMS,6525,2938.15
13-04-2024,Email,5904,3338.33
13-04-2024,SMS,7504,3046.85
13-04-2024,App,3432,1219.99
13-04-2024,Social Media,3048,1194.42
13-04-2024,Email,2576,4775.11
13-04-2024,App,6125,4517.04
13-04-2024,App,3426,2953.35
12-04-2024,Email,5459,2061.32
12-04-2024,Social Media,7017,1255.24
12-04-2024,SMS,4674,2923.6
12-04-2024,App,6437,4845.58
12-04-2024,App,5570,1177.04
12-04-2024,Social Media,3681,3771.22
12-04-2024,Email,7458,4594.28
12-04-2024,SMS,6994,2335.24
12-04-2024,SMS,5026,2732.96
11-04-2024,SMS,2124,2190.09
11-04-2024,Email,3099,1887.86
11-04-2024,Email,6912,3856.94
11-04-2024,App,1986,3456.43
11-04-2024,Social Media,7544,4403.04
11-04-2024,SMS,6325,3648.81
11-04-2024,App,9049,1967.28
11-04-2024,Email,1939,1461.25
11-04-2024,Social Media,5776,1027.21
10-04-2024,SMS,3243,3514.97
10-04-2024,Email,7602,3014.51
10-04-2024,App,9206,3288.75
10-04-2024,SMS,4370,2897.25
10-04-2024,Email,9489,2624.81
10-04-2024,SMS,6010,1060.48
10-04-2024,App,2596,1991.56
10-04-2024,App,6528,2528.62
10-04-2024,SMS,5896,4290.81
09-04-2024,Email,3397,1547.67
09-04-2024,App,3401,3893.39
09-04-2024,Email,7341,1668.83
09-04-2024,App,7579,4530.05
09-04-2024,SMS,5721,4507.42
09-04-2024,App,4392,1293.64
09-04-2024,SMS,6692,4736.48
09-04-2024,App,5355,2782.53
09-04-2024,App,3834,4530.61
08-04-2024,Social Media,8776,3177.01
08-04-2024,Email,2844,4336.07
08-04-2024,Email,2316,3337.13
08-04-2024,App,9739,3871.81
08-04-2024,Email,4530,1544.38
08-04-2024,Social Media,4721,3425.57
08-04-2024,SMS,1012,3657.33
08-04-2024,Social Media,6801,2634.23
08-04-2024,SMS,3376,3633.35
07-04-2024,Social Media,3300,2750.4
07-04-2024,SMS,5387,1426.22
07-04-2024,Social Media,7803,2415.44
07-04-2024,App,1110,4567.37
07-04-2024,Social Media,6217,2492.47
07-04-2024,Email,7096,3735.67
07-04-2024,App,3385,4849.52
07-04-2024,Social Media,2066,4086.14
07-04-2024,App,9832,3547.41
06-04-2024,SMS,7911,3161.79
06-04-2024,Social Media,3581,4729.09
06-04-2024,Email,3650,1958.79
06-04-2024,SMS,7628,3483.54
06-04-2024,SMS,4166,3962.9
06-04-2024,Social Media,4001,4533.51
06-04-2024,App,7898,1219.35
06-04-2024,Social Media,7445,3145
06-04-2024,Email,2046,2443.69
05-04-2024,Social Media,9485,1912.12
05-04-2024,Email,9813,2585.08
05-04-2024,SMS,4256,1237.22
05-04-2024,App,6464,2382.59
05-04-2024,SMS,2023,2565.72
05-04-2024,Email,4353,1819.47
05-04-2024,SMS,8010,2231.01
05-04-2024,App,4421,3748.53
05-04-2024,SMS,5406,1770.23
04-04-2024,Social Media,9572,1203.73
04-04-2024,SMS,4012,4597.52
04-04-2024,Social Media,9132,4947.34
04-04-2024,Email,5781,4065.02
04-04-2024,App,8942,4048.53
04-04-2024,SMS,4172,1212.57
04-04-2024,Email,7822,4910.53
04-04-2024,SMS,8817,1144.54
04-04-2024,SMS,9237,3779.96
03-04-2024,Social Media,9925,1248.5
03-04-2024,Email,8972,1349.36
03-04-2024,Social Media,1297,3562.59
03-04-2024,App,6051,4343.26
03-04-2024,Social Media,5367,2238.53
03-04-2024,SMS,5135,2016.82
03-04-2024,Email,1849,1603.23
03-04-2024,App,9474,4056.38
03-04-2024,App,1496,1486.49
02-04-2024,App,3358,3054.66
02-04-2024,Email,2599,1356.61
02-04-2024,Email,1097,4737.75
02-04-2024,Email,4914,2554.32
02-04-2024,App,3228,3511.84
02-04-2024,Email,6910,2289.85
02-04-2024,SMS,3588,4670.88
02-04-2024,SMS,1722,4814.66
02-04-2024,SMS,7418,4582.89
01-04-2024,Email,2477,4311.04
01-04-2024,SMS,2424,3123.32
01-04-2024,SMS,6711,2779.99
01-04-2024,SMS,1868,1958.7
01-04-2024,Email,4595,3952.09
01-04-2024,Email,1252,2608.76
01-04-2024,App,4730,4878.43
01-04-2024,Email,5502,3347.33
01-04-2024,Social Media,8154,1874.29
31-03-2024,App,2937,3872.53
31-03-2024,App,4376,2452.93
31-03-2024,Email,6489,4405.44
31-03-2024,SMS,3845,3910.98
31-03-2024,Email,7664,2883.9
31-03-2024,Email,8250,1849.9
31-03-2024,Social Media,9219,3166.69
31-03-2024,App,6379,3522.99
31-03-2024,App,8858,1032.94
30-03-2024,SMS,6749,2142.89
30-03-2024,App,3734,3750.76
30-03-2024,Email,7488,3308.74
30-03-2024,Email,6977,1302.75
30-03-2024,Email,8539,1448.16
30-03-2024,Email,7177,1291.92
30-03-2024,Social Media,8887,4383.41
30-03-2024,Email,1699,3099.95
30-03-2024,Email,1185,1789.62
29-03-2024,SMS,3745,4035.3
29-03-2024,SMS,8099,4597.61
29-03-2024,Email,5988,1284.69
29-03-2024,App,7604,3017.08
29-03-2024,SMS,7850,1152.04
29-03-2024,Social Media,1789,4707.06
29-03-2024,App,6929,1970.09
29-03-2024,Social Media,7464,2036.31
29-03-2024,App,8627,1822.32
28-03-2024,SMS,5893,3923.61
28-03-2024,App,6198,1013.03
28-03-2024,App,7149,4194.82
28-03-2024,Email,9717,1078.82
28-03-2024,SMS,9434,3524.13
28-03-2024,Social Media,9687,2233.04
28-03-2024,Social Media,1821,2508.33
28-03-2024,Social Media,7379,4417.7
28-03-2024,App,4875,1196.79
27-03-2024,Social Media,1193,1959.62
27-03-2024,SMS,3972,3848.47
27-03-2024,Email,8387,4988.66
27-03-2024,Email,9351,3158.94
27-03-2024,SMS,5668,4846.54
27-03-2024,Email,5941,3699.9
27-03-2024,SMS,5036,1793.06
27-03-2024,App,9733,1675.77
27-03-2024,Social Media,7600,4675.36
26-03-2024,Social Media,8049,1652.06
26-03-2024,Social Media,2245,3905.88
26-03-2024,SMS,5113,1410.51
26-03-2024,Email,6483,1161.23
26-03-2024,Email,1442,4396
26-03-2024,App,8263,4539.81
26-03-2024,App,3980,2640.97
26-03-2024,SMS,8918,4857.56
26-03-2024,SMS,6409,3593.8
25-03-2024,Social Media,7959,3676.43
25-03-2024,SMS,1235,2206.57
25-03-2024,Social Media,8648,4735.08
25-03-2024,SMS,1120,1030.3
25-03-2024,Social Media,5645,3391.22
25-03-2024,Email,5720,4432.67
25-03-2024,App,8382,4561.83
25-03-2024,Email,7219,1036.96
25-03-2024,SMS,4058,4007.24
24-03-2024,Email,4450,4336.01
24-03-2024,App,1399,4826.6
24-03-2024,App,5555,3832.19
24-03-2024,Email,1424,2384.97
24-03-2024,Email,5615,4676.65
24-03-2024,SMS,2026,4032.92
24-03-2024,Social Media,6868,3844.36
24-03-2024,SMS,8744,1417.98
24-03-2024,Social Media,8042,4062.45
23-03-2024,Social Media,5575,3758.85
23-03-2024,Social Media,1632,2733.1
23-03-2024,Social Media,1533,1720.96
23-03-2024,Email,2410,1468.31
23-03-2024,SMS,5483,1713.38
23-03-2024,Email,9844,4427.22
23-03-2024,App,1508,3629.17
23-03-2024,Email,1512,2458.92
23-03-2024,Email,6742,1729.06
22-03-2024,SMS,6566,3180.92
22-03-2024,App,4118,3802.91
22-03-2024,Social Media,6895,1032.29
22-03-2024,SMS,6698,4771.62
22-03-2024,Social Media,8498,1764.3
22-03-2024,Social Media,7241,4224.48
22-03-2024,Email,2570,2777.74
22-03-2024,SMS,1362,4380.99
22-03-2024,Social Media,8259,4768.81
21-03-2024,SMS,8668,4317.76
21-03-2024,Social Media,5020,4799.5
21-03-2024,Email,3502,2827.64
21-03-2024,SMS,7904,4769.06
21-03-2024,Email,2005,2094.66
21-03-2024,Social Media,4777,1196.88
21-03-2024,Email,2109,2351.5
21-03-2024,Email,2971,1289.51
21-03-2024,Email,9931,3929.23
20-03-2024,SMS,6215,3293.65
20-03-2024,Email,4087,3608.03
20-03-2024,Email,3426,3865.72
20-03-2024,Email,5559,3334.39
20-03-2024,Email,9360,4633.27
20-03-2024,Email,9349,3953.12
20-03-2024,SMS,9764,1118.46
20-03-2024,Social Media,7128,3485.45
20-03-2024,Email,9195,4167.29
19-03-2024,App,8771,3316.29
19-03-2024,Social Media,8640,1975.76
19-03-2024,Social Media,2626,4095.33
19-03-2024,App,1522,4510.68
19-03-2024,Email,8202,3321.52
19-03-2024,App,1894,2611.81
19-03-2024,Email,4920,4019.69
19-03-2024,Social Media,4674,2386.97
19-03-2024,App,9717,3297.1
18-03-2024,App,8856,4809.1
18-03-2024,Social Media,4799,4829.48
18-03-2024,Social Media,3583,4930.41
18-03-2024,Social Media,1080,1166.62
18-03-2024,App,9129,3853.18
18-03-2024,Social Media,6403,4086.05
18-03-2024,Social Media,2894,2701.94
18-03-2024,Social Media,5638,4446.59
18-03-2024,SMS,2000,3960.95
17-03-2024,SMS,8690,3569.72
17-03-2024,SMS,2244,3373.86
17-03-2024,Email,3869,4168.65
17-03-2024,SMS,9273,3069.41
17-03-2024,Email,7363,4658.28
17-03-2024,SMS,4767,2545.12
17-03-2024,Email,6498,3609.64
17-03-2024,Social Media,5169,3175.83
17-03-2024,Social Media,2208,4888.46
16-03-2024,App,1138,1319.59
16-03-2024,App,5731,1716.16
16-03-2024,Social Media,1235,3485.59
16-03-2024,App,5933,2996.43
16-03-2024,Email,7185,2230.63
16-03-2024,SMS,6667,1790.29
16-03-2024,App,7777,2471.22
16-03-2024,Social Media,2446,2355.08
16-03-2024,Email,6355,2002.28
15-03-2024,App,1741,2732.94
15-03-2024,Email,9666,2945.26
15-03-2024,App,8577,4836.63
15-03-2024,App,4998,4436.58
15-03-2024,App,9515,3637.61
15-03-2024,App,1020,3036.79
15-03-2024,SMS,2935,4319.2
15-03-2024,Social Media,8535,2000.22
15-03-2024,Social Media,4678,4022.87
14-03-2024,App,9956,2187.45
14-03-2024,SMS,2715,4657.15
14-03-2024,Social Media,6688,4601.1
14-03-2024,App,9855,2749.42
14-03-2024,SMS,8400,4874.31
14-03-2024,Email,2543,4015.45
14-03-2024,Email,1295,1451.85
14-03-2024,Social Media,3923,2959.96
14-03-2024,App,4718,2369.8
13-03-2024,Social Media,6082,3480.71
13-03-2024,App,7301,4052.07
13-03-2024,SMS,1435,3257.92
13-03-2024,Email,5832,1719.06
13-03-2024,Email,3946,1367.61
13-03-2024,Social Media,6899,4207.54
13-03-2024,Email,1525,4490.35
13-03-2024,Email,4749,4375.28
13-03-2024,Email,2159,2388.84
12-03-2024,Social Media,5363,3129.09
12-03-2024,App,8111,3046.05
12-03-2024,SMS,9634,1902.96
12-03-2024,SMS,6997,1368.64
12-03-2024,Email,2355,3706.77
12-03-2024,Social Media,9405,3808.29
12-03-2024,Email,3476,1234.44
12-03-2024,Email,2261,3941.71
12-03-2024,SMS,4437,4390.95
11-03-2024,Email,4447,2819.8
11-03-2024,Email,9610,2737.36
11-03-2024,App,6866,1635.02
11-03-2024,Email,7023,3837.53
11-03-2024,SMS,3545,2402.72
11-03-2024,App,3451,3988.62
11-03-2024,App,1243,2712.62
11-03-2024,App,9379,3070.48
11-03-2024,App,4751,2824.48
10-03-2024,SMS,5646,3885.79
10-03-2024,SMS,5161,4543.32
10-03-2024,SMS,2605,4049.95
10-03-2024,Social Media,1057,1154.77
10-03-2024,Email,5226,1382.59
10-03-2024,Email,3592,3158.22
10-03-2024,App,1717,1465.3
10-03-2024,Social Media,1647,4785.12
10-03-2024,Email,7724,1227.5
09-03-2024,Email,9436,4872.77
09-03-2024,SMS,4771,4744.12
09-03-2024,Email,7755,4293.32
09-03-2024,App,9791,4234.28
09-03-2024,SMS,8994,2021.37
09-03-2024,App,9048,4637.6
09-03-2024,SMS,9112,2846.82
09-03-2024,SMS,2569,1847.17
09-03-2024,Social Media,4456,4045.24
08-03-2024,App,4696,3143.04
08-03-2024,Email,9068,3073.38
08-03-2024,Social Media,4488,2935.19
08-03-2024,SMS,9891,1473.14
08-03-2024,Social Media,7542,3375.29
08-03-2024,Email,5323,3436.98
08-03-2024,SMS,7467,2408.69
08-03-2024,Email,7327,4550.85
08-03-2024,Email,4604,3350.09
07-03-2024,App,3192,4696.13
07-03-2024,Social Media,9580,4307.3
07-03-2024,App,5643,2692.79
07-03-2024,SMS,7538,4894.66
07-03-2024,Email,3691,1017.87
07-03-2024,App,5026,1213.33
07-03-2024,App,7509,4546.24
07-03-2024,Social Media,6704,2124.88
07-03-2024,Email,7239,2507.52
06-03-2024,Social Media,7544,1173.06
06-03-2024,Email,7945,4335.85
06-03-2024,SMS,7723,1327.46
06-03-2024,App,4591,3228.33
06-03-2024,App,5597,1784.61
06-03-2024,Social Media,8917,3876.64
06-03-2024,App,7788,4935.87
06-03-2024,App,1410,1543.53
06-03-2024,Social Media,9125,3523.93
05-03-2024,App,1039,3280.08
05-03-2024,Social Media,2823,2073.59
05-03-2024,SMS,6554,4317.33
05-03-2024,App,9078,3515.24
05-03-2024,Social Media,4572,2584.31
05-03-2024,SMS,7955,4683.69
05-03-2024,Email,8415,4450.57
05-03-2024,Email,1061,2219.8
05-03-2024,App,2578,4010.7
04-03-2024,SMS,3537,1202.8
04-03-2024,App,6517,3796.38
04-03-2024,Social Media,2915,4990.92
04-03-2024,Email,5885,1604.55
04-03-2024,Email,6879,4419.69
04-03-2024,Email,3199,1137.8
04-03-2024,Social Media,3891,1120.78
04-03-2024,App,6790,2300.24
04-03-2024,App,8222,4828.36
03-03-2024,Social Media,9020,4428.7
03-03-2024,Social Media,2264,3156.38
03-03-2024,Social Media,5925,3978.39
03-03-2024,Social Media,1679,4424.73
03-03-2024,Social Media,3834,1256.57
03-03-2024,SMS,3635,4499.89
03-03-2024,Email,2115,3543.62
03-03-2024,App,7580,3602.13
03-03-2024,Email,1232,1791.35
02-03-2024,Email,4653,4915.55
02-03-2024,App,6717,1225.46
02-03-2024,App,7959,3832.65
02-03-2024,Email,6818,3581.64
02-03-2024,SMS,4434,3861.63
02-03-2024,Email,2863,4193.66
02-03-2024,SMS,2090,2510.46
02-03-2024,Social Media,5275,1803.24
02-03-2024,Email,3668,4906.12
01-03-2024,App,4561,3405.29
01-03-2024,Email,6076,2480.67
01-03-2024,Email,4707,1150.33
01-03-2024,Social Media,1500,3318.46
01-03-2024,App,8770,2432.4
01-03-2024,App,4710,4846.93
01-03-2024,Email,7199,4503.02
01-03-2024,App,6944,2924.18
01-03-2024,SMS,5980,4618.56
29-02-2024,Email,7316,3465.52
29-02-2024,Email,6967,3091.8
29-02-2024,Email,2216,3620.47
29-02-2024,Social Media,2689,2878.49
29-02-2024,App,7969,1251.88
29-02-2024,App,3826,4628.33
29-02-2024,Social Media,5090,1666.03
29-02-2024,App,4640,3136.53
29-02-2024,Social Media,3707,3045.95
28-02-2024,Email,6519,3323.24
28-02-2024,App,3782,3500.2
28-02-2024,SMS,1961,4159.94
28-02-2024,SMS,4928,2923.81
28-02-2024,App,1973,1749.56
28-02-2024,App,2975,4891.95
28-02-2024,SMS,1776,2006.36
28-02-2024,SMS,2880,4708.64
28-02-2024,SMS,1197,3709.75
27-02-2024,Social Media,6804,1496.49
27-02-2024,Social Media,8112,1920.23
27-02-2024,SMS,3486,4154.24
27-02-2024,Social Media,9306,4886.48
27-02-2024,Email,1481,1172.84
27-02-2024,Social Media,6397,3524.6
27-02-2024,Social Media,6009,3168.61
